;;Count;Query
alkaloid;benzylamine;971;"DOCTYPE(""ar"") AND (TITLE-ABS-KEY(""hydric stress"" OR ""drought stress"" OR ""hydric tolerance"" OR ""drought tolerance"" OR ""hydric resistance"" OR ""drought resistance"" OR ""hydric impact"" OR ""drought impact"" OR ""hydric change"" OR ""drought change"") OR TITLE-ABS-KEY(""heavy metal stress"" OR ""metallic trace element stress"" OR ""heavy metal tolerance"" OR ""metallic trace element tolerance"" OR ""heavy metal resistance"" OR ""metallic trace element resistance"" OR ""heavy metal impact"" OR ""metallic trace element impact"" OR ""heavy metal change"" OR ""metallic trace element change"") OR TITLE-ABS-KEY(""uv stress"" OR ""light stress"" OR ""uv tolerance"" OR ""light tolerance"" OR ""uv resistance"" OR ""light resistance"" OR ""uv impact"" OR ""light impact"" OR ""uv change"" OR ""light change"" OR ""irradiance"") OR TITLE-ABS-KEY(""salt stress"" OR ""salinity stress"" OR ""salt tolerance"" OR ""salinity tolerance"" OR ""salt resistance"" OR ""salinity resistance"" OR ""salt impact"" OR ""salinity impact"" OR ""salt change"" OR ""salinity change"") OR TITLE-ABS-KEY(""heat stress"" OR ""heat tolerance"" OR ""heat resistance"" OR ""heat impact"" OR ""heat change"" OR ""temperature stress"" OR ""temperature tolerance"" OR ""temperature resistance"" OR ""temperature impact"" OR ""temperature change"") OR TITLE-ABS-KEY(""ph stress"" OR ""ph tolerance"" OR ""ph resistance"" OR ""ph impact"" OR ""ph change"") OR TITLE-ABS-KEY(""antifeedant"" OR ""phytophagous"" OR ""herbivory"" OR ""feeding deterrents"") OR TITLE-ABS-KEY(""root respiration"" OR ""branching factors"" OR ""root formation"") OR TITLE-ABS-KEY(""attractant"") OR TITLE-ABS-KEY(""germination"") OR TITLE-ABS-KEY(""herbicidal"") OR TITLE-ABS-KEY(""pollination"") OR TITLE-ABS-KEY(""seed dispersal"") OR TITLE-ABS-KEY(""phytotoxicity"") OR TITLE-ABS-KEY(""quorum sensing"") OR TITLE-ABS-KEY(""repulsive"") OR TITLE-ABS-KEY(""pigment"" OR ""colour"") OR TITLE-ABS-KEY(""immuno-modulatory"") OR TITLE-ABS-KEY(""antidiabetic"") OR TITLE-ABS-KEY(""cardiovascular"") OR TITLE-ABS-KEY(""obesity"") OR TITLE-ABS-KEY(""rheumatism"") OR TITLE-ABS-KEY(""antibacterial"") OR TITLE-ABS-KEY(""antifungal"") OR TITLE-ABS-KEY(""antimicrobial"") OR TITLE-ABS-KEY(""antiparasitic"") OR TITLE-ABS-KEY(""antiviral"") OR TITLE-ABS-KEY(""anti-inflammatory"") OR TITLE-ABS-KEY(""arthritis"") OR TITLE-ABS-KEY(""burns"") OR TITLE-ABS-KEY(""wound"") OR TITLE-ABS-KEY(""anticancer"" OR ""anti-tumour"" OR ""anti-apoptotic"" OR ""anti-angiogenic"") OR TITLE-ABS-KEY(""cytotoxicity"") OR TITLE-ABS-KEY(""sedative"" OR ""analgesic"") OR TITLE-ABS-KEY(""toxicity"") OR TITLE-ABS-KEY(""antioxidant"") OR TITLE-ABS-KEY(""dementia"" OR ""alzheimer"")) AND (TITLE-ABS-KEY(""benzylamine""))"
alkaloid;colchicine;9425;"DOCTYPE(""ar"") AND (TITLE-ABS-KEY(""hydric stress"" OR ""drought stress"" OR ""hydric tolerance"" OR ""drought tolerance"" OR ""hydric resistance"" OR ""drought resistance"" OR ""hydric impact"" OR ""drought impact"" OR ""hydric change"" OR ""drought change"") OR TITLE-ABS-KEY(""heavy metal stress"" OR ""metallic trace element stress"" OR ""heavy metal tolerance"" OR ""metallic trace element tolerance"" OR ""heavy metal resistance"" OR ""metallic trace element resistance"" OR ""heavy metal impact"" OR ""metallic trace element impact"" OR ""heavy metal change"" OR ""metallic trace element change"") OR TITLE-ABS-KEY(""uv stress"" OR ""light stress"" OR ""uv tolerance"" OR ""light tolerance"" OR ""uv resistance"" OR ""light resistance"" OR ""uv impact"" OR ""light impact"" OR ""uv change"" OR ""light change"" OR ""irradiance"") OR TITLE-ABS-KEY(""salt stress"" OR ""salinity stress"" OR ""salt tolerance"" OR ""salinity tolerance"" OR ""salt resistance"" OR ""salinity resistance"" OR ""salt impact"" OR ""salinity impact"" OR ""salt change"" OR ""salinity change"") OR TITLE-ABS-KEY(""heat stress"" OR ""heat tolerance"" OR ""heat resistance"" OR ""heat impact"" OR ""heat change"" OR ""temperature stress"" OR ""temperature tolerance"" OR ""temperature resistance"" OR ""temperature impact"" OR ""temperature change"") OR TITLE-ABS-KEY(""ph stress"" OR ""ph tolerance"" OR ""ph resistance"" OR ""ph impact"" OR ""ph change"") OR TITLE-ABS-KEY(""antifeedant"" OR ""phytophagous"" OR ""herbivory"" OR ""feeding deterrents"") OR TITLE-ABS-KEY(""root respiration"" OR ""branching factors"" OR ""root formation"") OR TITLE-ABS-KEY(""attractant"") OR TITLE-ABS-KEY(""germination"") OR TITLE-ABS-KEY(""herbicidal"") OR TITLE-ABS-KEY(""pollination"") OR TITLE-ABS-KEY(""seed dispersal"") OR TITLE-ABS-KEY(""phytotoxicity"") OR TITLE-ABS-KEY(""quorum sensing"") OR TITLE-ABS-KEY(""repulsive"") OR TITLE-ABS-KEY(""pigment"" OR ""colour"") OR TITLE-ABS-KEY(""immuno-modulatory"") OR TITLE-ABS-KEY(""antidiabetic"") OR TITLE-ABS-KEY(""cardiovascular"") OR TITLE-ABS-KEY(""obesity"") OR TITLE-ABS-KEY(""rheumatism"") OR TITLE-ABS-KEY(""antibacterial"") OR TITLE-ABS-KEY(""antifungal"") OR TITLE-ABS-KEY(""antimicrobial"") OR TITLE-ABS-KEY(""antiparasitic"") OR TITLE-ABS-KEY(""antiviral"") OR TITLE-ABS-KEY(""anti-inflammatory"") OR TITLE-ABS-KEY(""arthritis"") OR TITLE-ABS-KEY(""burns"") OR TITLE-ABS-KEY(""wound"") OR TITLE-ABS-KEY(""anticancer"" OR ""anti-tumour"" OR ""anti-apoptotic"" OR ""anti-angiogenic"") OR TITLE-ABS-KEY(""cytotoxicity"") OR TITLE-ABS-KEY(""sedative"" OR ""analgesic"") OR TITLE-ABS-KEY(""toxicity"") OR TITLE-ABS-KEY(""antioxidant"") OR TITLE-ABS-KEY(""dementia"" OR ""alzheimer"")) AND (TITLE-ABS-KEY(""colchicine""))"
alkaloid;cyclopeptide;3505;"DOCTYPE(""ar"") AND (TITLE-ABS-KEY(""hydric stress"" OR ""drought stress"" OR ""hydric tolerance"" OR ""drought tolerance"" OR ""hydric resistance"" OR ""drought resistance"" OR ""hydric impact"" OR ""drought impact"" OR ""hydric change"" OR ""drought change"") OR TITLE-ABS-KEY(""heavy metal stress"" OR ""metallic trace element stress"" OR ""heavy metal tolerance"" OR ""metallic trace element tolerance"" OR ""heavy metal resistance"" OR ""metallic trace element resistance"" OR ""heavy metal impact"" OR ""metallic trace element impact"" OR ""heavy metal change"" OR ""metallic trace element change"") OR TITLE-ABS-KEY(""uv stress"" OR ""light stress"" OR ""uv tolerance"" OR ""light tolerance"" OR ""uv resistance"" OR ""light resistance"" OR ""uv impact"" OR ""light impact"" OR ""uv change"" OR ""light change"" OR ""irradiance"") OR TITLE-ABS-KEY(""salt stress"" OR ""salinity stress"" OR ""salt tolerance"" OR ""salinity tolerance"" OR ""salt resistance"" OR ""salinity resistance"" OR ""salt impact"" OR ""salinity impact"" OR ""salt change"" OR ""salinity change"") OR TITLE-ABS-KEY(""heat stress"" OR ""heat tolerance"" OR ""heat resistance"" OR ""heat impact"" OR ""heat change"" OR ""temperature stress"" OR ""temperature tolerance"" OR ""temperature resistance"" OR ""temperature impact"" OR ""temperature change"") OR TITLE-ABS-KEY(""ph stress"" OR ""ph tolerance"" OR ""ph resistance"" OR ""ph impact"" OR ""ph change"") OR TITLE-ABS-KEY(""antifeedant"" OR ""phytophagous"" OR ""herbivory"" OR ""feeding deterrents"") OR TITLE-ABS-KEY(""root respiration"" OR ""branching factors"" OR ""root formation"") OR TITLE-ABS-KEY(""attractant"") OR TITLE-ABS-KEY(""germination"") OR TITLE-ABS-KEY(""herbicidal"") OR TITLE-ABS-KEY(""pollination"") OR TITLE-ABS-KEY(""seed dispersal"") OR TITLE-ABS-KEY(""phytotoxicity"") OR TITLE-ABS-KEY(""quorum sensing"") OR TITLE-ABS-KEY(""repulsive"") OR TITLE-ABS-KEY(""pigment"" OR ""colour"") OR TITLE-ABS-KEY(""immuno-modulatory"") OR TITLE-ABS-KEY(""antidiabetic"") OR TITLE-ABS-KEY(""cardiovascular"") OR TITLE-ABS-KEY(""obesity"") OR TITLE-ABS-KEY(""rheumatism"") OR TITLE-ABS-KEY(""antibacterial"") OR TITLE-ABS-KEY(""antifungal"") OR TITLE-ABS-KEY(""antimicrobial"") OR TITLE-ABS-KEY(""antiparasitic"") OR TITLE-ABS-KEY(""antiviral"") OR TITLE-ABS-KEY(""anti-inflammatory"") OR TITLE-ABS-KEY(""arthritis"") OR TITLE-ABS-KEY(""burns"") OR TITLE-ABS-KEY(""wound"") OR TITLE-ABS-KEY(""anticancer"" OR ""anti-tumour"" OR ""anti-apoptotic"" OR ""anti-angiogenic"") OR TITLE-ABS-KEY(""cytotoxicity"") OR TITLE-ABS-KEY(""sedative"" OR ""analgesic"") OR TITLE-ABS-KEY(""toxicity"") OR TITLE-ABS-KEY(""antioxidant"") OR TITLE-ABS-KEY(""dementia"" OR ""alzheimer"")) AND (TITLE-ABS-KEY(""cyclopeptide""))"
alkaloid;imidazole;22464;"DOCTYPE(""ar"") AND (TITLE-ABS-KEY(""hydric stress"" OR ""drought stress"" OR ""hydric tolerance"" OR ""drought tolerance"" OR ""hydric resistance"" OR ""drought resistance"" OR ""hydric impact"" OR ""drought impact"" OR ""hydric change"" OR ""drought change"") OR TITLE-ABS-KEY(""heavy metal stress"" OR ""metallic trace element stress"" OR ""heavy metal tolerance"" OR ""metallic trace element tolerance"" OR ""heavy metal resistance"" OR ""metallic trace element resistance"" OR ""heavy metal impact"" OR ""metallic trace element impact"" OR ""heavy metal change"" OR ""metallic trace element change"") OR TITLE-ABS-KEY(""uv stress"" OR ""light stress"" OR ""uv tolerance"" OR ""light tolerance"" OR ""uv resistance"" OR ""light resistance"" OR ""uv impact"" OR ""light impact"" OR ""uv change"" OR ""light change"" OR ""irradiance"") OR TITLE-ABS-KEY(""salt stress"" OR ""salinity stress"" OR ""salt tolerance"" OR ""salinity tolerance"" OR ""salt resistance"" OR ""salinity resistance"" OR ""salt impact"" OR ""salinity impact"" OR ""salt change"" OR ""salinity change"") OR TITLE-ABS-KEY(""heat stress"" OR ""heat tolerance"" OR ""heat resistance"" OR ""heat impact"" OR ""heat change"" OR ""temperature stress"" OR ""temperature tolerance"" OR ""temperature resistance"" OR ""temperature impact"" OR ""temperature change"") OR TITLE-ABS-KEY(""ph stress"" OR ""ph tolerance"" OR ""ph resistance"" OR ""ph impact"" OR ""ph change"") OR TITLE-ABS-KEY(""antifeedant"" OR ""phytophagous"" OR ""herbivory"" OR ""feeding deterrents"") OR TITLE-ABS-KEY(""root respiration"" OR ""branching factors"" OR ""root formation"") OR TITLE-ABS-KEY(""attractant"") OR TITLE-ABS-KEY(""germination"") OR TITLE-ABS-KEY(""herbicidal"") OR TITLE-ABS-KEY(""pollination"") OR TITLE-ABS-KEY(""seed dispersal"") OR TITLE-ABS-KEY(""phytotoxicity"") OR TITLE-ABS-KEY(""quorum sensing"") OR TITLE-ABS-KEY(""repulsive"") OR TITLE-ABS-KEY(""pigment"" OR ""colour"") OR TITLE-ABS-KEY(""immuno-modulatory"") OR TITLE-ABS-KEY(""antidiabetic"") OR TITLE-ABS-KEY(""cardiovascular"") OR TITLE-ABS-KEY(""obesity"") OR TITLE-ABS-KEY(""rheumatism"") OR TITLE-ABS-KEY(""antibacterial"") OR TITLE-ABS-KEY(""antifungal"") OR TITLE-ABS-KEY(""antimicrobial"") OR TITLE-ABS-KEY(""antiparasitic"") OR TITLE-ABS-KEY(""antiviral"") OR TITLE-ABS-KEY(""anti-inflammatory"") OR TITLE-ABS-KEY(""arthritis"") OR TITLE-ABS-KEY(""burns"") OR TITLE-ABS-KEY(""wound"") OR TITLE-ABS-KEY(""anticancer"" OR ""anti-tumour"" OR ""anti-apoptotic"" OR ""anti-angiogenic"") OR TITLE-ABS-KEY(""cytotoxicity"") OR TITLE-ABS-KEY(""sedative"" OR ""analgesic"") OR TITLE-ABS-KEY(""toxicity"") OR TITLE-ABS-KEY(""antioxidant"") OR TITLE-ABS-KEY(""dementia"" OR ""alzheimer"")) AND (TITLE-ABS-KEY(""imidazole""))"
alkaloid;indole;26967;"DOCTYPE(""ar"") AND (TITLE-ABS-KEY(""hydric stress"" OR ""drought stress"" OR ""hydric tolerance"" OR ""drought tolerance"" OR ""hydric resistance"" OR ""drought resistance"" OR ""hydric impact"" OR ""drought impact"" OR ""hydric change"" OR ""drought change"") OR TITLE-ABS-KEY(""heavy metal stress"" OR ""metallic trace element stress"" OR ""heavy metal tolerance"" OR ""metallic trace element tolerance"" OR ""heavy metal resistance"" OR ""metallic trace element resistance"" OR ""heavy metal impact"" OR ""metallic trace element impact"" OR ""heavy metal change"" OR ""metallic trace element change"") OR TITLE-ABS-KEY(""uv stress"" OR ""light stress"" OR ""uv tolerance"" OR ""light tolerance"" OR ""uv resistance"" OR ""light resistance"" OR ""uv impact"" OR ""light impact"" OR ""uv change"" OR ""light change"" OR ""irradiance"") OR TITLE-ABS-KEY(""salt stress"" OR ""salinity stress"" OR ""salt tolerance"" OR ""salinity tolerance"" OR ""salt resistance"" OR ""salinity resistance"" OR ""salt impact"" OR ""salinity impact"" OR ""salt change"" OR ""salinity change"") OR TITLE-ABS-KEY(""heat stress"" OR ""heat tolerance"" OR ""heat resistance"" OR ""heat impact"" OR ""heat change"" OR ""temperature stress"" OR ""temperature tolerance"" OR ""temperature resistance"" OR ""temperature impact"" OR ""temperature change"") OR TITLE-ABS-KEY(""ph stress"" OR ""ph tolerance"" OR ""ph resistance"" OR ""ph impact"" OR ""ph change"") OR TITLE-ABS-KEY(""antifeedant"" OR ""phytophagous"" OR ""herbivory"" OR ""feeding deterrents"") OR TITLE-ABS-KEY(""root respiration"" OR ""branching factors"" OR ""root formation"") OR TITLE-ABS-KEY(""attractant"") OR TITLE-ABS-KEY(""germination"") OR TITLE-ABS-KEY(""herbicidal"") OR TITLE-ABS-KEY(""pollination"") OR TITLE-ABS-KEY(""seed dispersal"") OR TITLE-ABS-KEY(""phytotoxicity"") OR TITLE-ABS-KEY(""quorum sensing"") OR TITLE-ABS-KEY(""repulsive"") OR TITLE-ABS-KEY(""pigment"" OR ""colour"") OR TITLE-ABS-KEY(""immuno-modulatory"") OR TITLE-ABS-KEY(""antidiabetic"") OR TITLE-ABS-KEY(""cardiovascular"") OR TITLE-ABS-KEY(""obesity"") OR TITLE-ABS-KEY(""rheumatism"") OR TITLE-ABS-KEY(""antibacterial"") OR TITLE-ABS-KEY(""antifungal"") OR TITLE-ABS-KEY(""antimicrobial"") OR TITLE-ABS-KEY(""antiparasitic"") OR TITLE-ABS-KEY(""antiviral"") OR TITLE-ABS-KEY(""anti-inflammatory"") OR TITLE-ABS-KEY(""arthritis"") OR TITLE-ABS-KEY(""burns"") OR TITLE-ABS-KEY(""wound"") OR TITLE-ABS-KEY(""anticancer"" OR ""anti-tumour"" OR ""anti-apoptotic"" OR ""anti-angiogenic"") OR TITLE-ABS-KEY(""cytotoxicity"") OR TITLE-ABS-KEY(""sedative"" OR ""analgesic"") OR TITLE-ABS-KEY(""toxicity"") OR TITLE-ABS-KEY(""antioxidant"") OR TITLE-ABS-KEY(""dementia"" OR ""alzheimer"")) AND (TITLE-ABS-KEY(""indole""))"
alkaloid;indolizidine;142;"DOCTYPE(""ar"") AND (TITLE-ABS-KEY(""hydric stress"" OR ""drought stress"" OR ""hydric tolerance"" OR ""drought tolerance"" OR ""hydric resistance"" OR ""drought resistance"" OR ""hydric impact"" OR ""drought impact"" OR ""hydric change"" OR ""drought change"") OR TITLE-ABS-KEY(""heavy metal stress"" OR ""metallic trace element stress"" OR ""heavy metal tolerance"" OR ""metallic trace element tolerance"" OR ""heavy metal resistance"" OR ""metallic trace element resistance"" OR ""heavy metal impact"" OR ""metallic trace element impact"" OR ""heavy metal change"" OR ""metallic trace element change"") OR TITLE-ABS-KEY(""uv stress"" OR ""light stress"" OR ""uv tolerance"" OR ""light tolerance"" OR ""uv resistance"" OR ""light resistance"" OR ""uv impact"" OR ""light impact"" OR ""uv change"" OR ""light change"" OR ""irradiance"") OR TITLE-ABS-KEY(""salt stress"" OR ""salinity stress"" OR ""salt tolerance"" OR ""salinity tolerance"" OR ""salt resistance"" OR ""salinity resistance"" OR ""salt impact"" OR ""salinity impact"" OR ""salt change"" OR ""salinity change"") OR TITLE-ABS-KEY(""heat stress"" OR ""heat tolerance"" OR ""heat resistance"" OR ""heat impact"" OR ""heat change"" OR ""temperature stress"" OR ""temperature tolerance"" OR ""temperature resistance"" OR ""temperature impact"" OR ""temperature change"") OR TITLE-ABS-KEY(""ph stress"" OR ""ph tolerance"" OR ""ph resistance"" OR ""ph impact"" OR ""ph change"") OR TITLE-ABS-KEY(""antifeedant"" OR ""phytophagous"" OR ""herbivory"" OR ""feeding deterrents"") OR TITLE-ABS-KEY(""root respiration"" OR ""branching factors"" OR ""root formation"") OR TITLE-ABS-KEY(""attractant"") OR TITLE-ABS-KEY(""germination"") OR TITLE-ABS-KEY(""herbicidal"") OR TITLE-ABS-KEY(""pollination"") OR TITLE-ABS-KEY(""seed dispersal"") OR TITLE-ABS-KEY(""phytotoxicity"") OR TITLE-ABS-KEY(""quorum sensing"") OR TITLE-ABS-KEY(""repulsive"") OR TITLE-ABS-KEY(""pigment"" OR ""colour"") OR TITLE-ABS-KEY(""immuno-modulatory"") OR TITLE-ABS-KEY(""antidiabetic"") OR TITLE-ABS-KEY(""cardiovascular"") OR TITLE-ABS-KEY(""obesity"") OR TITLE-ABS-KEY(""rheumatism"") OR TITLE-ABS-KEY(""antibacterial"") OR TITLE-ABS-KEY(""antifungal"") OR TITLE-ABS-KEY(""antimicrobial"") OR TITLE-ABS-KEY(""antiparasitic"") OR TITLE-ABS-KEY(""antiviral"") OR TITLE-ABS-KEY(""anti-inflammatory"") OR TITLE-ABS-KEY(""arthritis"") OR TITLE-ABS-KEY(""burns"") OR TITLE-ABS-KEY(""wound"") OR TITLE-ABS-KEY(""anticancer"" OR ""anti-tumour"" OR ""anti-apoptotic"" OR ""anti-angiogenic"") OR TITLE-ABS-KEY(""cytotoxicity"") OR TITLE-ABS-KEY(""sedative"" OR ""analgesic"") OR TITLE-ABS-KEY(""toxicity"") OR TITLE-ABS-KEY(""antioxidant"") OR TITLE-ABS-KEY(""dementia"" OR ""alzheimer"")) AND (TITLE-ABS-KEY(""indolizidine""))"
alkaloid;isoquinoline;3624;"DOCTYPE(""ar"") AND (TITLE-ABS-KEY(""hydric stress"" OR ""drought stress"" OR ""hydric tolerance"" OR ""drought tolerance"" OR ""hydric resistance"" OR ""drought resistance"" OR ""hydric impact"" OR ""drought impact"" OR ""hydric change"" OR ""drought change"") OR TITLE-ABS-KEY(""heavy metal stress"" OR ""metallic trace element stress"" OR ""heavy metal tolerance"" OR ""metallic trace element tolerance"" OR ""heavy metal resistance"" OR ""metallic trace element resistance"" OR ""heavy metal impact"" OR ""metallic trace element impact"" OR ""heavy metal change"" OR ""metallic trace element change"") OR TITLE-ABS-KEY(""uv stress"" OR ""light stress"" OR ""uv tolerance"" OR ""light tolerance"" OR ""uv resistance"" OR ""light resistance"" OR ""uv impact"" OR ""light impact"" OR ""uv change"" OR ""light change"" OR ""irradiance"") OR TITLE-ABS-KEY(""salt stress"" OR ""salinity stress"" OR ""salt tolerance"" OR ""salinity tolerance"" OR ""salt resistance"" OR ""salinity resistance"" OR ""salt impact"" OR ""salinity impact"" OR ""salt change"" OR ""salinity change"") OR TITLE-ABS-KEY(""heat stress"" OR ""heat tolerance"" OR ""heat resistance"" OR ""heat impact"" OR ""heat change"" OR ""temperature stress"" OR ""temperature tolerance"" OR ""temperature resistance"" OR ""temperature impact"" OR ""temperature change"") OR TITLE-ABS-KEY(""ph stress"" OR ""ph tolerance"" OR ""ph resistance"" OR ""ph impact"" OR ""ph change"") OR TITLE-ABS-KEY(""antifeedant"" OR ""phytophagous"" OR ""herbivory"" OR ""feeding deterrents"") OR TITLE-ABS-KEY(""root respiration"" OR ""branching factors"" OR ""root formation"") OR TITLE-ABS-KEY(""attractant"") OR TITLE-ABS-KEY(""germination"") OR TITLE-ABS-KEY(""herbicidal"") OR TITLE-ABS-KEY(""pollination"") OR TITLE-ABS-KEY(""seed dispersal"") OR TITLE-ABS-KEY(""phytotoxicity"") OR TITLE-ABS-KEY(""quorum sensing"") OR TITLE-ABS-KEY(""repulsive"") OR TITLE-ABS-KEY(""pigment"" OR ""colour"") OR TITLE-ABS-KEY(""immuno-modulatory"") OR TITLE-ABS-KEY(""antidiabetic"") OR TITLE-ABS-KEY(""cardiovascular"") OR TITLE-ABS-KEY(""obesity"") OR TITLE-ABS-KEY(""rheumatism"") OR TITLE-ABS-KEY(""antibacterial"") OR TITLE-ABS-KEY(""antifungal"") OR TITLE-ABS-KEY(""antimicrobial"") OR TITLE-ABS-KEY(""antiparasitic"") OR TITLE-ABS-KEY(""antiviral"") OR TITLE-ABS-KEY(""anti-inflammatory"") OR TITLE-ABS-KEY(""arthritis"") OR TITLE-ABS-KEY(""burns"") OR TITLE-ABS-KEY(""wound"") OR TITLE-ABS-KEY(""anticancer"" OR ""anti-tumour"" OR ""anti-apoptotic"" OR ""anti-angiogenic"") OR TITLE-ABS-KEY(""cytotoxicity"") OR TITLE-ABS-KEY(""sedative"" OR ""analgesic"") OR TITLE-ABS-KEY(""toxicity"") OR TITLE-ABS-KEY(""antioxidant"") OR TITLE-ABS-KEY(""dementia"" OR ""alzheimer"")) AND (TITLE-ABS-KEY(""isoquinoline""))"
alkaloid;isoxazole;2602;"DOCTYPE(""ar"") AND (TITLE-ABS-KEY(""hydric stress"" OR ""drought stress"" OR ""hydric tolerance"" OR ""drought tolerance"" OR ""hydric resistance"" OR ""drought resistance"" OR ""hydric impact"" OR ""drought impact"" OR ""hydric change"" OR ""drought change"") OR TITLE-ABS-KEY(""heavy metal stress"" OR ""metallic trace element stress"" OR ""heavy metal tolerance"" OR ""metallic trace element tolerance"" OR ""heavy metal resistance"" OR ""metallic trace element resistance"" OR ""heavy metal impact"" OR ""metallic trace element impact"" OR ""heavy metal change"" OR ""metallic trace element change"") OR TITLE-ABS-KEY(""uv stress"" OR ""light stress"" OR ""uv tolerance"" OR ""light tolerance"" OR ""uv resistance"" OR ""light resistance"" OR ""uv impact"" OR ""light impact"" OR ""uv change"" OR ""light change"" OR ""irradiance"") OR TITLE-ABS-KEY(""salt stress"" OR ""salinity stress"" OR ""salt tolerance"" OR ""salinity tolerance"" OR ""salt resistance"" OR ""salinity resistance"" OR ""salt impact"" OR ""salinity impact"" OR ""salt change"" OR ""salinity change"") OR TITLE-ABS-KEY(""heat stress"" OR ""heat tolerance"" OR ""heat resistance"" OR ""heat impact"" OR ""heat change"" OR ""temperature stress"" OR ""temperature tolerance"" OR ""temperature resistance"" OR ""temperature impact"" OR ""temperature change"") OR TITLE-ABS-KEY(""ph stress"" OR ""ph tolerance"" OR ""ph resistance"" OR ""ph impact"" OR ""ph change"") OR TITLE-ABS-KEY(""antifeedant"" OR ""phytophagous"" OR ""herbivory"" OR ""feeding deterrents"") OR TITLE-ABS-KEY(""root respiration"" OR ""branching factors"" OR ""root formation"") OR TITLE-ABS-KEY(""attractant"") OR TITLE-ABS-KEY(""germination"") OR TITLE-ABS-KEY(""herbicidal"") OR TITLE-ABS-KEY(""pollination"") OR TITLE-ABS-KEY(""seed dispersal"") OR TITLE-ABS-KEY(""phytotoxicity"") OR TITLE-ABS-KEY(""quorum sensing"") OR TITLE-ABS-KEY(""repulsive"") OR TITLE-ABS-KEY(""pigment"" OR ""colour"") OR TITLE-ABS-KEY(""immuno-modulatory"") OR TITLE-ABS-KEY(""antidiabetic"") OR TITLE-ABS-KEY(""cardiovascular"") OR TITLE-ABS-KEY(""obesity"") OR TITLE-ABS-KEY(""rheumatism"") OR TITLE-ABS-KEY(""antibacterial"") OR TITLE-ABS-KEY(""antifungal"") OR TITLE-ABS-KEY(""antimicrobial"") OR TITLE-ABS-KEY(""antiparasitic"") OR TITLE-ABS-KEY(""antiviral"") OR TITLE-ABS-KEY(""anti-inflammatory"") OR TITLE-ABS-KEY(""arthritis"") OR TITLE-ABS-KEY(""burns"") OR TITLE-ABS-KEY(""wound"") OR TITLE-ABS-KEY(""anticancer"" OR ""anti-tumour"" OR ""anti-apoptotic"" OR ""anti-angiogenic"") OR TITLE-ABS-KEY(""cytotoxicity"") OR TITLE-ABS-KEY(""sedative"" OR ""analgesic"") OR TITLE-ABS-KEY(""toxicity"") OR TITLE-ABS-KEY(""antioxidant"") OR TITLE-ABS-KEY(""dementia"" OR ""alzheimer"")) AND (TITLE-ABS-KEY(""isoxazole""))"
