,,abiotic,abiotic,abiotic,abiotic,abiotic,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,toxicity
,,antioxidant,drought,metal,uv,salt,antifeedant,arbuscula,attractant,germination,herbicidal,hppd,hyphal,phytotoxicity,quorum sensing,repulsive,toxicant,antidiabetic,cardiovascular,obesity,rheumatism,antibacterial,antifungal,antimicrobial,antiparasitic,antiviral,anti-inflammatory,arthritis,burns,wound,anticancer,cytotoxicity,sedative,toxicity
alkaloid,acridine,0.004134286602424619,0.0005306447333510214,0.00947430509474305,0.008866230743655104,0.01044470075611944,0.0003456619426201175,0.0,0.0,0.002152641878669276,0.00034602076124567473,0.0,0.0,0.00204865556978233,0.0028058361391694723,0.0,0.001785076758300607,0.001638001638001638,0.003614079195474544,0.00039359748097612176,0.0,0.005687670742084285,0.004571494705167525,0.0033820011548296625,0.007044161473855324,0.010307461897630165,0.003199834847233691,0.002615167974250654,0.004159085001299714,0.008325224348578224,0.02129817444219067,0.03294943177484555,0.0015494867325198528,0.014588474379445493
alkaloid,benzylamine,0.0011257690112259783,0.0,0.0064591896652965355,0.003134796238244514,0.005715102157451064,0.0,0.0,0.0,0.0012217470983506415,0.005893909626719057,0.0,0.0,0.000968054211035818,0.0,0.0,0.0010460251046025104,0.00194232780516958,0.008189855746859005,0.005994358251057828,0.0,0.0014932562620423892,0.004727366921383241,0.001019232473632899,0.001049317943336831,0.002455745421058017,0.003020631482959079,0.0014765596160944998,0.0004914004914004914,0.0025112344699973568,0.003499723706023209,0.0030495986728146574,0.0018115942028985507,0.003834730628971014
alkaloid,colchicine,0.002839732591847601,0.0005871128724497284,0.0027366020524515395,0.001632253325716151,0.010062419285406802,0.0,0.0,0.0,0.00583705911574764,0.0,0.0,0.0,0.001294591484464902,0.0001505797319680771,0.0,0.00017056114617090227,0.008638166593212869,0.0440287360409702,0.01692080668962125,0.003298611111111111,0.0017953321364452424,0.006493184634448575,0.0017519526972771735,0.0023630187564613794,0.00748544496811755,0.04394834317749524,0.19926650366748166,0.004672214921886407,0.01871207012811868,0.01730769230769231,0.029576470588235294,0.004179471419791026,0.029643321695077704
alkaloid,cyclopeptide,0.000878030746480175,0.00026860059092130003,0.006143943826799298,0.0017455814968361336,0.002195596261213224,0.0,0.0,0.0,0.0035714285714285713,0.00035198873636043646,0.0,0.0003727171077152441,0.003384535277271544,0.01845787436737124,0.0,0.0,0.003430734650419969,0.006198839704363029,0.0060427017590976234,0.0025954764553207266,0.011362599251619969,0.023140495867768594,0.0152746876604484,0.002437043054427295,0.008086490287421992,0.004624337524680453,0.08653360282971198,0.0005208333333333333,0.00549687432636344,0.006285794105321972,0.012571208807057184,0.0007803355442840422,0.0060638297872340425
alkaloid,imidazole,0.014289110166134017,0.0004550366873329162,0.07329123545576799,0.013611574345337359,0.04536826119969628,0.00017945803672907818,0.0,6.006366748753679e-05,0.0028170511321356437,0.0005390512697652132,0.0,0.0,0.002724950326426341,0.00109402890539529,0.0003017319413433106,0.0001201923076923077,0.008743019317037444,0.05493258868187966,0.014438502673796792,6.02627455706882e-05,0.02529222977946589,0.09724740398879182,0.01836403182731753,0.005310858396351671,0.05529932873647198,0.03250616269515201,0.0169177901136664,0.006969243174749453,0.020975832193342453,0.016662534093726755,0.057938810361500316,0.027678113787801127,0.04741471787170135
alkaloid,indole,0.01842702258841213,0.0037060345430389484,0.04341457698617295,0.014817529713597571,0.02911202241260303,0.00029478959392733434,0.0,0.0009652509652509653,0.011570896254167485,0.0004424778761061947,0.0,0.0001490979573579842,0.0028989508558807287,0.011895263654166969,0.00022334723049434186,7.408504963698325e-05,0.012543741588156123,0.037140160453043886,0.019718961429480136,0.0008944543828264759,0.034024156821331926,0.028396629343183655,0.02414560531691107,0.003849114703618168,0.04336193841494195,0.03768169273229071,0.015676359039190898,0.0013082696412586932,0.01814473959422715,0.029330114665057333,0.08593695312317708,0.0050527662296130475,0.03883275310633721
alkaloid,indolizidine,1.599718449552879e-05,0.0,7.915462856690546e-05,0.0,0.0005949282367814382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007680491551459293,0.0,0.0,0.005291005291005291,0.0010089120564990752,0.0,0.0,0.0,0.0002491156394798465,0.00026878107781212203,0.00027459954233409613,0.001755926251097454,0.0015493581230633024,0.00011811953697141507,0.00013526308670363857,0.0,0.00014592149423610097,0.0012763241863433313,0.0006664033961891598,0.0,0.00015310418739952538
alkaloid,isoquinoline,0.0021543649306856503,0.0006449532408900354,0.005563438130087372,0.0023432923257176333,0.009466035597626824,0.0009000900090009,0.0,0.0,0.0013461969934933811,0.0013537906137184115,0.0,0.0,0.0021604938271604936,0.0010284538909838875,0.0,0.0004662004662004662,0.006303061487007975,0.008749789668517584,0.004955545838799009,0.0,0.006098124364778712,0.006226951212139532,0.004595744680851064,0.004908376963350785,0.031982518871672624,0.005323439264397483,0.0064305177111716625,0.001556662515566625,0.0030924292749971364,0.013078000934142924,0.015570423574556009,0.004031354983202688,0.006717745742401685
alkaloid,isoxazole,0.0019675585232466265,0.000561955605507165,0.0028412195388482133,0.002223951962637607,0.008853560811684116,0.0,0.0,0.0,0.000812842918106076,0.004916792738275341,0.00040048057669203043,0.0,0.0013498920086393088,0.0005920663114268798,0.0,0.0,0.004597701149425287,0.006279182096280792,0.0077209430580449465,0.0007840062720501764,0.010829662261380322,0.013339742819372672,0.007797024486871497,0.014973576042278332,0.021588066339293988,0.025715239897584327,0.06145116503682241,0.0005436259853220984,0.005593945376768674,0.011156186612576065,0.008683413249361864,0.0055147058823529415,0.009843868315724948
