,,abiotic,abiotic,abiotic,abiotic,abiotic,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,toxicity
,,antioxidant,drought,metal,uv,salt,antifeedant,arbuscula,attractant,germination,herbicidal,hppd,hyphal,phytotoxicity,quorum sensing,repulsive,toxicant,antidiabetic,cardiovascular,obesity,rheumatism,antibacterial,antifungal,antimicrobial,antiparasitic,antiviral,anti-inflammatory,arthritis,burns,wound,anticancer,cytotoxicity,sedative,toxicity
alkaloid,acridine,0.47036448000524667,0.9690856027938548,0.7755160597465199,0.925374235542949,0.8707268285484744,0.9762751881425128,0.9778082012100145,0.9768654391631553,0.9580183961568101,0.9762997819350396,0.9777836074174878,0.9775786591464315,0.9679214966142545,0.9707005951697791,0.9774065025987441,0.9769966060566313,0.9298175140594513,0.8952796314210293,0.9374907773278025,0.9773163253594793,0.8159072650063124,0.857683920578446,0.8005607384696103,0.9695282910593366,0.905986129101015,0.8406486202882393,0.918283025364398,0.9683313931563673,0.923546096965126,0.9422127854929416,0.6669262678100047,0.9576084996146973,0.7708022495122231
alkaloid,benzylamine,0.48239084455083536,0.9842763686445541,0.7892311980456133,0.9396632290010002,0.8845895296027283,0.9914823498548966,0.9930317587840829,0.9920889967372235,0.9731271826990867,0.9916053188175304,0.9930071649915562,0.9928022167204997,0.9830466790182159,0.9857601941270023,0.9926300601728124,0.9921545801839615,0.9450246757718352,0.9111918151858471,0.9532226066140906,0.9925398829335476,0.8295568198586677,0.8728091029824072,0.8148169402042924,0.9843583479529767,0.9196848715384237,0.8557246151071469,0.9332770408748832,0.983309012805168,0.9378186945614927,0.9553376727713925,0.6629502713515109,0.9727992654653965,0.7811070485809382
alkaloid,colchicine,0.44414749717171387,0.9441147054483449,0.7476758866062206,0.8993867947729993,0.8461166401600236,0.9512551032119493,0.9528045121411356,0.9518617500942762,0.9336049581085734,0.9512796970044761,0.9527799183486088,0.9525749700775524,0.94293420340706,0.9455493433457396,0.9524028135298651,0.9519273335410142,0.9061910773720713,0.879670771097375,0.9152579888836058,0.952624157662606,0.789575511140988,0.8335328163171616,0.7749995901034579,0.9443606433736125,0.8808348772769753,0.8290239543539211,0.9195782984374744,0.9435900378744405,0.9009198078405011,0.9176025971044909,0.6412831401354299,0.9330311029496156,0.7534062402649572
alkaloid,cyclopeptide,0.46733944352445445,0.9694709055434408,0.7744585266678691,0.9247265990064107,0.8690298568641275,0.9766604908920988,0.9782098998212851,0.9772671377744258,0.9585348657998721,0.9767014805463101,0.9781853060287583,0.9779967536193864,0.9684051745339476,0.9719548785886443,0.9778082012100145,0.9773163253594793,0.9304651505959896,0.8962059976062042,0.9385811021298225,0.9778327950025414,0.8183092587430932,0.8629879818333852,0.8054712990441213,0.9696512600219704,0.9059779311701727,0.8414930071649915,0.9294895968257612,0.9685035497040547,0.9235215031725993,0.9409421062123919,0.6546539653391484,0.9579446147792298,0.7674165040743717
alkaloid,imidazole,0.37036611959141513,0.8558065944155695,0.699029364988277,0.8156367332885179,0.7742699742584972,0.8629305963174895,0.8644308176616222,0.8635044514764474,0.8453296387991671,0.8630535652801233,0.8644062238690955,0.864201275598039,0.8551999475332426,0.8574707743765474,0.8641110983587742,0.8635700349231854,0.8193421980292174,0.8017904280959486,0.8289337771146562,0.8639553376727714,0.7145316522109819,0.7817054975324228,0.6967749340066567,0.857233034382122,0.8105458182354773,0.7424702005213885,0.8107753602990605,0.8566755750848486,0.8164483284419013,0.8319342198029217,0.5784705940220688,0.852068337951501,0.6798216130248725
alkaloid,indole,0.40011641061796005,0.8823269006902658,0.7080060992605466,0.8411077044154055,0.7922152448721943,0.8887294846780672,0.8902133101605155,0.8894836943155547,0.8731452181469397,0.8887868701939631,0.8901887163679887,0.8900165598203014,0.8808840648620289,0.8856306668196947,0.8898607991342985,0.8893361315603941,0.8458133167188602,0.8198340738797527,0.855437687527668,0.8899181846501943,0.7431342329196111,0.7808939023790396,0.7246069092161138,0.8824088799986883,0.8305569674214228,0.7688265481792396,0.8353445590333,0.8807856896919217,0.8403780885704448,0.8601760915544916,0.618468298601433,0.8711777147447984,0.6991113442966995
alkaloid,indolizidine,0.48753094718892953,0.990564181600564,0.792846485547048,0.9455739371382663,0.8896968405174533,0.9977701628109066,0.9993195717400928,0.9983768096932334,0.9793494122083586,0.9977947566034333,0.999294977947566,0.9990900296765096,0.9893180961125412,0.9920480070830122,0.9989178731288223,0.9984423931399715,0.9511977176960535,0.91603679231362,0.9589529602728272,0.9988276958895574,0.8354183404108803,0.8779656014821859,0.8208260235116657,0.9906461609089866,0.9258087258775884,0.8611762391172468,0.9393844993523635,0.9895804298994934,0.9438113820071814,0.9614123395255038,0.6676312898624387,0.9789887032512994,0.785788067091866
alkaloid,isoquinoline,0.4737420275122559,0.9745618205964814,0.7792215244872194,0.9298667016445049,0.8758587332557263,0.981767801806824,0.9832844190126412,0.9823416569657818,0.9634126346510141,0.9818087914610353,0.9832598252201145,0.983054876949058,0.9733813185551967,0.9760620419406142,0.9828827204013707,0.9824072404125199,0.9358675870210359,0.9017068092013576,0.9434752668426489,0.9827925431621058,0.8214654621173616,0.8635536390615008,0.8064632486760341,0.9748241543834336,0.9148234985489663,0.8467314849731927,0.9243003066026135,0.9736272564804643,0.9282025216835271,0.946656064009444,0.6615320293158007,0.963248676034169,0.7727205653293109
alkaloid,isoxazole,0.4698070207079733,0.9708071682707284,0.7743027659818662,0.9261120493187519,0.8720221016215507,0.977980357757702,0.9795297666868882,0.9785870046400289,0.9596251906018921,0.9782180977521273,0.979521568756046,0.9793002246233051,0.9695938745060747,0.9722909937531767,0.9791280680756177,0.9786361922250824,0.9319325802167533,0.8975258644718073,0.9400813234739551,0.979070682559722,0.8194159794067978,0.8617500942762046,0.8039710776999885,0.9716597530783231,0.9096096145332918,0.8489285304389173,0.9279237920348904,0.9698234165696579,0.9248413700382023,0.9427866406518994,0.6533668901969143,0.9596415864635766,0.7704087488317949
