,,,"cs","cs","cs","cs"
,,,"databases","databases","web","web"
,,,"w/o","w/","w/o","w/"
"humanities","sociology","w/o",979,2154,2041,1092
"humanities","sociology","w/",128,166,153,141
"humanities","linguistics","w/o",126,164,151,139
"humanities","linguistics","w/",981,2156,2043,1094
